transcript_date,transcript_url,video_url,video_time
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602124402_saeima.lv.1_0_0,",11.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602142602_saeima.lv.1_0_0,",13.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602151101_saeima.lv.1_0_0,",14.25
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602170602_saeima.lv.1_0_0,",15.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2388,"https://cdn.tiesraides.lv/saeima.lv/20220602192902_saeima.lv.1_0,",17.15
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602104102_saeima.lv.1_0_0,",9.00
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602111601_saeima.lv.1_0_0,",11.00
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602124201_saeima.lv.1_0_0,",11.20
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602124402_saeima.lv.1_0_0,",11.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602142602_saeima.lv.1_0_0,",13.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602151101_saeima.lv.1_0_0,",14.25
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602170602_saeima.lv.1_0_0,",15.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2389,"https://cdn.tiesraides.lv/saeima.lv/20220602192902_saeima.lv.1_0,",17.15
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2390,"https://cdn.tiesraides.lv/saeima.lv/20220602104102_saeima.lv.1_0_0,",9.00
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2390,"https://cdn.tiesraides.lv/saeima.lv/20220602111601_saeima.lv.1_0_0,",11.00
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2390,"https://cdn.tiesraides.lv/saeima.lv/20220602124201_saeima.lv.1_0_0,",11.20
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2390,"https://cdn.tiesraides.lv/saeima.lv/20220602124402_saeima.lv.1_0_0,",11.30
2022-06-02,https://www.saeima.lv/lv/transcripts/view/2390,"https://cdn.tiesraides.lv/saeima.lv/20220602142602_saeima.lv.1_0_0,",13.30
